Module,RegName,Address,DefaultValue,BitRange,Direction,Description
ACTIVE,actvclkgen_dsp_sml0pll_pclk_en,0x501080E0,1,(9:9),R/W,DSP SML0 PLL PCLK Enable
ACTIVE,actvclkgen_dsp_sml0tx_pclk_en,0x501080E0,1,(10:10),R/W,DSP SML0 TX PCLK Enable
ACTIVE,actvclkgen_dsp_sml0rx_pclk_en,0x501080E0,1,(11:11),R/W,DSP SML0 RX PCLK Enable
ACTIVE,actvclkgen_dsp_sml1_pclk_en,0x501080E0,1,(12:12),R/W,DSP SML1 PCLK Enable
ACTIVE,actvclkgen_dsp_active_pclk_en,0x501080E0,1,(13:13),R/W,DSP Active PCLK Enable
ACTIVE,actvclkgen_dsp_stdby_pclk_en,0x501080E0,1,(14:14),R/W,DSP STDBY PCLK Enable
ACTIVE,actvclkgen_dsp_aon_pclk_en,0x501080E0,1,(15:15),R/W,DSP AON PCLK Enable
ACTIVE,actvclkgen_dsp_iqdma1_clk_en,0x501080E0,1,(16:16),R/W,DSP IQ DMA1 Clock Enable
ACTIVE,actvclkgen_dsp_iqdma2_clk_en,0x501080E0,1,(17:17),R/W,DSP IQ DMA2 Clock Enable
ACTIVE,actvclkgen_dsp_tracectrl_clk_en,0x501080E0,1,(18:18),R/W,DSP Trace Clock Enable
ACTIVE,actvclkgen_dsp_timer_bus_clk_en,0x501080E0,1,(19:19),R/W,DSP Timer Bus Clock Enable 
ACTIVE,actvclkgen_dsp_rfseq_clk_en,0x501080E0,1,(20:20),R/W,DSP RF SEQ Clock Enable
ACTIVE,actvclkgen_dsp_hmb_clk_en,0x501080E0,1,(21:21),R/W,DSP HMB Clock Enable
ACTIVE,actvclkgen_dsp_bbi_clk_en,0x501080E0,1,(22:22),R/W,DSP BBI Clock Enable 
ACTIVE,actvclkgen_uart_tracectrl_clk_en,0x501080E0,1,(23:23),R/W,UART Trace Control Clock Enable
ACTIVE,actvclkgen_dsp_timer_ref_clk_en,0x501080E0,1,(24:24),R/W,DSP Timer Clock Enable
ACTIVE,Reserved,0x501080E0,0,(25:31),R/W,
ACTIVE,actvclkgen_dfemdm_mainmdm_clk_en,0x501080E4,1,(0:0),R/W,DSP DFE MDM Main Clock Enable
ACTIVE,actvclkgen_dfemdm_rx0_clk_en,0x501080E4,1,(1:1),R/W,DSP DFE MDM RX0 Clock Enable     
ACTIVE,actvclkgen_dfemdm_rx1_clk_en,0x501080E4,1,(2:2),R/W,DSP DFE MDM RX1 Clock Enable
ACTIVE,actvclkgen_dfemdm_meanstg_clk_en,0x501080E4,1,(3:3),R/W,DSP DFE MDM MEANSTG Clock Enable
ACTIVE,actvclkgen_dfemdm_corrstg_clk_en,0x501080E4,1,(4:4),R/W,DSP DFE MDM CORRSTG Clock Enable
ACTIVE,actvclkgen_dfemdm_phscrrtstg_clk_en,0x501080E4,1,(5:5),R/W,DSP DFE MDM PHSCRRTSTG Clock Enable
ACTIVE,actvclkgen_dfemdm_dcsnstg_clk_en,0x501080E4,1,(6:6),R/W,DSP DFE MDM DCSNSTG Clock Enable
ACTIVE,actvclkgen_dfemdm_rxloopsctrl_clk_en,0x501080E4,1,(7:7),R/W,DSP DFE MDM RXLOOPSCTRL Clock Enable
ACTIVE,actvclkgen_dfemdm_rssi_clk_en,0x501080E4,1,(8:8),R/W,DSP DFE MDM RSSI Clock Enable
ACTIVE,actvclkgen_dfemdm_dpctrl_clk_en,0x501080E4,1,(9:9),R/W,DSP DFE MDM DPCTRL Clock Enable
ACTIVE,actvclkgen_dfemdm_dmactrl0_clk_en,0x501080E4,1,(10:10),R/W,DSP DFE MDM DMACTRL0 Clock Enable
ACTIVE,actvclkgen_dfemdm_dmactrl1_clk_en,0x501080E4,1,(11:11),R/W,DSP DFE MDM DMACTRL1 Clock Enable
ACTIVE,actvclkgen_dfemdm_hpf_ipath_clk_en,0x501080E4,1,(12:12),R/W,DSP DFE MDM HPF I-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_hpf_qpath_clk_en,0x501080E4,1,(13:13),R/W,DSP DFE MDM HPF Q-PATH Clock Enable   
ACTIVE,actvclkgen_dfemdm_notch_ipath_clk_en,0x501080E4,1,(14:14),R/W,DSP DFE MDM NOTCH I-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_notch_qpath_clk_en,0x501080E4,1,(15:15),R/W,DSP DFE MDM NOTCH Q-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_cic_deci_ipath_clk_en,0x501080E4,1,(16:16),R/W,DSP DFE MDM CIC DECI I-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_cic_deci_qpath_clk_en,0x501080E4,1,(17:17),R/W,DSP DFE MDM CIC DECI Q-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_polyphase_ipath_clk_en,0x501080E4,1,(18:18),R/W,DSP DFE MDM POLYPHASE I-PATH Clock Enable
ACTIVE,actvclkgen_dfemdm_polyphase_qpath_clk_en,0x501080E4,1,(19:19),R/W,DSP DFE MDM POLYPHASE Q-PATH Clock Enable
ACTIVE,Reserved,0x501080E4,0,(20:31),R/W,
ACTIVE,actvclkgen_cm0p_clk_en,0x501080E8,1,(0:0),R/W,M0 Clock Enable
ACTIVE,actvclkgen_bus1_hclk_en,0x501080E8,1,(1:1),R/W,M0 Bus HCLK Clock Enable
ACTIVE,actvclkgen_cm0p_dclk_en,0x501080E8,1,(2:2),R/W,M0 Core DCLK Clock Enable
ACTIVE,actvclkgen_cm0p_sclk_en,0x501080E8,1,(3:3),R/W,M0 Core SCLK Clock Enable
ACTIVE,actvclkgen_cm0p_hclk_en,0x501080E8,1,(4:4),R/W,M0 Core HCLK Clock Enable
ACTIVE,actvclkgen_dwdma_hclk_en,0x501080E8,1,(5:5),R/W,M0 DMA HCLK Clock Enable
ACTIVE,actvclkgen_ahb2ahbsyncup1_hclk_en,0x501080E8,1,(6:6),R/W,AHB to AHB Syncup 1 HCLK Clock Enable
ACTIVE,actvclkgen_ahb2ahbsyncup2_hclk_en,0x501080E8,1,(7:7),R/W,AHB to AHB Syncup 2 HCLK Clock Enable
ACTIVE,actvclkgen_ahb2ahbsyncdown_hclk_en,0x501080E8,1,(8:8),R/W,AHB to AHB Syncdown HCLK Clock Enable
ACTIVE,actvclkgen_shram_hclk_en,0x501080E8,1,(9:9),R/W,Share 32K RAM HCLK Clock Enable
ACTIVE,actvclkgen_cm0pram_hclk_en,0x501080E8,1,(10:10),R/W,RAM/ROM 128K HCLK Clock Enable
ACTIVE,actvclkgen_mtb_hclk_en,0x501080E8,1,(11:11),R/W,MTB/MTBRAM HCLK Clock Enable
ACTIVE,actvclkgen_cm0prom_hclk_en,0x501080E8,1,(12:12),R/W,OTP HCLK Clock Enable
ACTIVE,actvclkgen_i2c_hclk_en,0x501080E8,1,(13:13),R/W,I2C/I3C HCLK Clock Enable
ACTIVE,actvclkgen_gpio0_hclk_en,0x501080E8,1,(14:14),R/W,GPIO HCLK Clock Enable
ACTIVE,actvclkgen_ahb2apb0_hclk_en,0x501080E8,1,(15:15),R/W,AHB/APB0 HCLK Clock Enable
ACTIVE,actvclkgen_ahb2apb1_hclk_en,0x501080E8,1,(16:16),R/W,AHB/APB1 HCLK Clock Enable
ACTIVE,actvclkgen_mcu_apb_clk_en,0x501080E8,1,(17:17),R/W,M0 APB Clock Enable
ACTIVE,actvclkgen_mcu_pclk0_en,0x501080E8,1,(18:18),R/W,M0 PCLK0 Clock Enable
ACTIVE,actvclkgen_m0_timer0_pclk_en,0x501080E8,1,(19:19),R/W,M0 Timer 0 PCLK Clock Enable
ACTIVE,actvclkgen_m0_timer1_pclk_en,0x501080E8,1,(20:20),R/W,M0 Timer 1 PCLK Clock Enable
ACTIVE,actvclkgen_m0_timer2_pclk_en,0x501080E8,1,(21:21),R/W,M0 Timer 2 PCLK Clock Enable
ACTIVE,actvclkgen_i2c_i3c_pclk_en,0x501080E8,1,(22:22),R/W,I2C/I3C Slave PCLK Clock Enable
ACTIVE,actvclkgen_uart_pclk_en,0x501080E8,1,(23:23),R/W,UART PCLK Clock Enable
ACTIVE,actvclkgen_mcu_pclk1_en,0x501080E8,1,(24:24),R/W,PCLK1 PCLK Clock Enable
ACTIVE,actvclkgen_swp_pclk_en,0x501080E8,1,(25:25),R/W,SWP PCLK Clock Enable
ACTIVE,actvclkgen_otp_pclk_en,0x501080E8,1,(26:26),R/W,OTP PCLK Clock Enable
ACTIVE,actvclkgen_spi_pclk_en,0x501080E8,1,(27:27),R/W,SPI PCLK Clock Enable
ACTIVE,actvclkgen_aes_pclk_en,0x501080E8,1,(28:28),R/W,AES PCLK Clock Enable
ACTIVE,actvclkgen_crc_pclk_en,0x501080E8,1,(29:29),R/W,CRC PCLK Clock Enable
ACTIVE,Reserved,0x501080E8,0,(30:31),R/W,
ACTIVE,actvclkgen_i2c_fclk_en,0x501080EC,1,(0:0),R/W,I2C Clock Enable
ACTIVE,actvclkgen_spi_sclk_en,0x501080EC,1,(1:1),R/W,SPI SCLK Clock Enable
ACTIVE,actvclkgen_spi_mclk_en,0x501080EC,1,(2:2),R/W,SPI MCLK Clock Enable
ACTIVE,Reserved,0x501080EC,0,(3:31),R/W,
ACTIVE,actvclkgen_tdc_interface_clk_div,0x501080F0,1,(0:3),R/W,TDC Interface Clock Division
ACTIVE,actvclkgen_vco_cal_clk_div,0x501080F0,1,(4:7),R/W,VCO Calibration Clock Division
ACTIVE,actvclkgen_pll_adjust_clk_div,0x501080F0,1,(8:11),R/W,PLL Adjust Clock Division
ACTIVE,actvclkgen_pll_pause_monitor_clk_div,0x501080F0,0,(12:15),R/W,PLL Pause Monitor Clock Division
ACTIVE,actvclkgen_dcoc_fc_clk_div,0x501080F0,7,(16:21),R/W,DCOC FC Clock Division
ACTIVE,actvclkgen_dcoc_2fc_clk_div,0x501080F0,3,(22:27),R/W,DCOC 2FC Clock Division
ACTIVE,actvclkgen_dcoc_fir_clk_div,0x501080F4,125,(0:7),R/W,DCOC FIR Clock Division
ACTIVE,actvclkgen_bb_agc_deci_clk_div,0x501080F4,15,(8:13),R/W,BB AGC DECI Clock Division
ACTIVE,actvclkgen_bb_agc_deci_op_clk_div,0x501080F4,3,(14:17),R/W,BB AGC DECI OPClock Division
ACTIVE,actvclkgen_bb_agc_adc_op_clk_div,0x501080F4,1,(18:21),R/W,BB AGC ADC OP Clock Division
ACTIVE,actvclkgen_trgtphopt_clk_div,0x501080F4,7,(22:27),R/W,trgtphopt Clock Division
ACTIVE,actvclkgen_rx_lpf_bw_clk_div,0x501080F8,3,(0:5),R/W,RX LPF BW Clock Division
ACTIVE,actvclkgen_rfagc_clk_div,0x501080F8,7,(6:11),R/W,RF AGC Clock Division
ACTIVE,actvclkgen_pa_ctrl_cdc_clk_div,0x501080F8,0,(12:15),R/W,PA Control CDC Clock Division
ACTIVE,actvclkgen_tx_ldo_ctrl_clk_div,0x501080F8,7,(16:19),R/W,TX LDO Control Clock Division
ACTIVE,actvclkgen_sml1_clk_div,0x501080F8,7,(20:23),R/W,SML1 Clock Division
ACTIVE,actvclkgen_sml1_rxctrl_rfagc_sync_clk_div,0x501080F8,1,(24:27),R/W,SML1 RX CTRL RF AGC SYNC Clock Division
ACTIVE,actvclkgen_fssi_clk_div,0x501080F8,7,(28:31),R/W,FSSI Clock Division
ACTIVE,actvclkgen_gpadc_conv_clk_div,0x501080FC,71,(0:7),R/W,GP ADC Clock Division
ACTIVE,actvclkgen_adc_root_clk_dc,0x501080FC,2,(8:19),R/W,ADC ROOT Clock Duty Cycle
ACTIVE,Reserved,0x501080FC,0,(20:31),R/W,
ACTIVE,actvclkgen_bb_agc_adc_div2_clk_div,0x50108100,11,(0:5),R/W,BB AGC ADC/2 Clock Division
ACTIVE,actvclkgen_pa_ctrl_clk_div,0x50108100,3,(6:9),R/W,PA Control Clock Division
ACTIVE,actvclkgen_cli_root_clk_div,0x50108100,7,(10:13),R/W,CLI ROOT Clock Division
ACTIVE,actvclkgen_clitop_txser_clk_div,0x50108100,0,(14:20),R/W,CLITOP TXSER Clock Division
ACTIVE,actvclkgen_clitop_0p5fc_clk_div,0x50108100,1,(21:22),R/W,CLITOP 0p5 FC Clock Division
ACTIVE,actvclkgen_adc_root_clk_div,0x50108100,5,(23:28),R/W,ADC ROOT Clock Division
ACTIVE,Reserved,0x50108100,0,(29:31),R/W,
ACTIVE,actvclkgen_dsp_subsys_clk_div,0x50108104,0,(0:2),R/W,DSP SUBSYS Clock Division
ACTIVE,actvclkgen_dsp_root_clk_div,0x50108104,0,(3:4),R/W,DSP ROOT Clock Division
ACTIVE,actvclkgen_dsp_m0_hclk_div_ratio,0x50108104,0,(5:6),R/W,DSP M0 HCLK Division Ratio
ACTIVE,actvclkgen_dsp_apb3_clk_div,0x50108104,0,(7:8),R/W,DSP APB3 Clock Division
ACTIVE,actvclkgen_dsp_apb2_clk_div,0x50108104,0,(9:10),R/W,DSP APB2 Clock Division
ACTIVE,actvclkgen_uart_root_clk_div,0x50108104,0,(11:13),R/W,UART ROOT Clock Division
ACTIVE,actvclkgen_dsp_timer_ref_clk_div,0x50108104,0,(14:16),R/W,DSP TIMER REF Clock Division
ACTIVE,actvclkgen_mcu_clk_div,0x50108104,0,(17:19),R/W,MCU Clock Division
ACTIVE,actvclkgen_mcu_apb0_clk_div,0x50108104,0,(20:22),R/W,MCU APB0 Clock Division
ACTIVE,actvclkgen_mcu_apb1_clk_div,0x50108104,0,(23:25),R/W,MCU APB1 Clock Division
ACTIVE,actvclkgen_mcu_spi_clk_div,0x50108104,0,(26:27),R/W,MCU SPI Clock Division
ACTIVE,actvclkgen_mcu_i2c_fclk_div,0x50108104,0,(28:29),R/W,MCU I2C Clock Division
ACTIVE,Reserved,0x50108104,0,(30:31),R/W,
ACTIVE,gpadc_adc_reading_inv,0x50108108,0,(0:0),R/W,Determines whether to invert ADC Reading
ACTIVE,Reserved,0x50108108,0,(1:31),R/W,
ACTIVE,spare_active_rom9,0x5010810C,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom10,0x50108110,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom11,0x50108114,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom12,0x50108118,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom13,0x5010811C,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom14,0x50108120,65535,(0:31),R/W,Spare
ACTIVE,spare_active_rom15,0x50108124,65535,(0:31),R/W,Spare
ACTIVE,Reserved,0x50108128,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x5010812C,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108130,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108134,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108138,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x5010813C,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108140,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108144,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108148,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x5010814C,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108150,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,pll_cpilkdn_1vh,0x50108154,0,(0:4),R/W,DN leakage current trim(0.25u->8u step 0.25u)
ACTIVE,pll_cpilkup_1vh,0x50108154,0,(5:9),R/W,UP leakage current trim(0.25u->8u step 0.25u)
ACTIVE,pll_pdivsdmfrac_1vh,0x50108154,1,(10:12),R/W,Digital Word used by SDM to define the fraction numerator. The value should be in range from 1 to 6 based on fraction denomenator
ACTIVE,pll_pdivsdmlimit_1vh,0x50108154,7,(13:15),R/W,Digital Word used by SDM to define the fraction denomenator. The value should be in range from 3 to 7
ACTIVE,trx_abpdsemode_1vh,0x50108154,0,(16:16),R/W,Digital control to select mode of operation is differential or Single-Ended 0 => Differential (Default) 1 => Single-Ended
ACTIVE,trx_rxferxnshrten_1vh,0x50108154,0,(17:17),R/W,Short RXn to VCM as option in single ended operation
ACTIVE,spare_active_dh0,0x50108158,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh1,0x5010815C,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh2,0x50108160,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh3,0x50108164,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh4,0x50108168,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh5,0x5010816C,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh6,0x50108170,65535,(0:31),R/W,Spare
ACTIVE,spare_active_dh7,0x50108174,65535,(0:31),R/W,Spare
ACTIVE,Reserved,0x50108178,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x5010817C,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108180,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x50108184,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,aux_tmpsnsr100_1vh,0x50108188,2,(0:3),R/W,Trimming bits of the resistor in TMPSNS
ACTIVE,aux_tmpsnsbg_1vh,0x50108188,10,(4:8),R/W,Control bits for current of ctat coming from bandgap
ACTIVE,aux_tmpsnsptat_1vh,0x50108188,18,(9:13),R/W,Control bits for Ptat current value in TMPSNS
ACTIVE,aux_adcbiasresctrl_1vh,0x50108188,4,(14:16),R/W,Trimming bits for VREF from 1.05V to 1.4V in 50mV steps (Default Val: 4)
ACTIVE,pmu_predrvrldotrm_1vh,0x50108188,2,(17:19),R/W,PA Pre-Drivers LDO output voltage trim (1.9V till 2.2V in 100mV steps)
ACTIVE,trx_abpdioffset_1vh,0x50108188,0,(20:26),R/W,Digital control to select value of current sinked from feedback point of envelope or replica buffer MSB=0 => Current sinked from replica buffer feedback point MSB=1 => Current sinked from envelope buffer feedback point Each step sinks more current with step 12.5nA(tt)
ACTIVE,pmu_txldocltrim_1vh,0x50108188,1,(27:28),R/W,TXLDO Current Limiter trim
ACTIVE,pmu_txldocmtrim_1vh,0x50108188,1,(29:30),R/W,TXLDO Current monitor trim
ACTIVE,pmu_txldocomptrim_1vh,0x50108188,1,(31:31),R/W,
ACTIVE,sparesdef1lsb_1vh,0x5010818C,65535,(0:15),R/W,LSB of High Power domain spares. Default is all 1â€™s
ACTIVE,sparesdef1msb_1vh,0x5010818C,65535,(16:31),R/W,MSB of High Power domain spares. Default is all 1â€™s
ACTIVE,sparesdef0_1vh,0x50108190,0,(0:31),R/W,High Power domain spares. Default is all 0â€™s
ACTIVE,trx_rxcmbftrm_1vh,0x50108194,1,(0:1),R/W,RX CM Buffer trimming (0.8  0.9 1  1.1V)
ACTIVE,trx_adcrefbftrm_1vh,0x50108194,1,(2:3),R/W,Reference Trim [0.8 0.9 1 1.1] V
ACTIVE,trx_rxiadcdlytrmrw_1vh,0x50108194,0,(4:8),R/W,I_read/write trimming word
ACTIVE,trx_rxqadcdlytrmrw_1vh,0x50108194,0,(9:13),R/W,Q_read/write trimming word
ACTIVE,trx_rxiadcdlytrmce_1vh,0x50108194,0,(14:18),R/W,I_card emulator trimming word
ACTIVE,trx_rxqadcdlytrmce_1vh,0x50108194,0,(19:23),R/W,Q_card emulator trimming word
ACTIVE,trx_rxbbabwtun_1vh,0x50108194,16,(24:28),R/W,BBA bandwidth tuning control
ACTIVE,Reserved,0x50108194,0,(29:31),R/W,
ACTIVE,gpadc_ch1_adc_gain,0x50108198,0,(0:2),R/W,Gain of ADC Reading for Ch1
ACTIVE,gpadc_ch1_adc_offset,0x50108198,0,(3:15),R/W,Offset of ADC Reading for Ch1
ACTIVE,gpadc_ch2_adc_gain,0x50108198,0,(16:18),R/W,Gain of ADC Reading for Ch2
ACTIVE,gpadc_ch2_adc_offset,0x50108198,0,(19:31),R/W,Offset of ADC Reading for Ch2
ACTIVE,gpadc_ch3_adc_gain,0x5010819C,0,(0:2),R/W,Gain of ADC Reading for Ch3
ACTIVE,gpadc_ch3_adc_offset,0x5010819C,0,(3:15),R/W,Offset of ADC Reading for Ch3
ACTIVE,gpadc_adc_sign,0x5010819C,0,(16:16),R/W,Determines whether to add or subtract the offset
ACTIVE,Reserved,0x5010819C,0,(17:31),R/W,
ACTIVE,digctrl_trx_rxfeprtctmntrhyst_1vh,0x501081A0,2,(0:1),R/W,
ACTIVE,digctrl_trx_rxfeprtctmntrrftrm_1vh,0x501081A0,2,(2:4),R/W,
ACTIVE,spare_active_otp3,0x501081A4,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp4,0x501081A8,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp5,0x501081AC,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp6,0x501081B0,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp7,0x501081B4,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp8,0x501081B8,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp9,0x501081BC,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp10,0x501081C0,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp11,0x501081C4,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp12,0x501081C8,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp13,0x501081CC,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp14,0x501081D0,65535,(0:31),R/W,Spare
ACTIVE,spare_active_otp15,0x501081D4,65535,(0:31),R/W,Spare
ACTIVE,Reserved,0x501081D8,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x501081DC,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x501081E0,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x501081E4,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x501081E8,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,Reserved,0x501081EC,0,(0:31),R/W,Reserveeee Reserved
ACTIVE,pll_lflockdetentmux_1vh,0x501081F0,0,(0:0),R/W,Digital control to gate the outputs of the two comparators and lock detect signals going to TMUX
ACTIVE,pll_1stpdiv32xmuxsel_1vh,0x501081F0,0,(1:1),R/W,"Select the input clock for the Binary divider 0 : Select the MMD output 1 : Select the external clock ""Used only for testing to bypass the PLL"""
ACTIVE,pll_1stpdivadccal32fcen_1vh,0x501081F0,0,(2:2),R/W,Enable for the 1st post divider O/P Clock Buffer going to ADC Calibration Clock with Frequency 32x Fc = 433.92 MHz
ACTIVE,pll_2ndpdivadccal24fcen_1vh,0x501081F0,0,(3:3),R/W,Enable for the 2nd post divider O/P Clock Buffer going to ADC Calibration Clock with Frequency 24x Fc = 325.44 MHz
ACTIVE,pll_2ndpdivadccal32fcen_1vh,0x501081F0,0,(4:4),R/W,Enable for the 2nd post divider O/P Clock Buffer going to ADC Calibration Clock with Frequency 32x Fc = 433.92 MHz
ACTIVE,pll_pdivclk1fcqentmux_1vh,0x501081F0,0,(5:5),R/W,Enable for the 1st post divider O/P Clock Buffer going to TMUX Clock with Frequency 1x Fc = 13.56 MHz (I-Component)
ACTIVE,pll_pdivclk1fcientmux_1vh,0x501081F0,0,(6:6),R/W,Enable for the 1st post divider O/P Clock Buffer going to TMUX Clock with Frequency 1x Fc = 13.56 MHz (Q-Component)
ACTIVE,pll_pdivclk4fcentmux_1vh,0x501081F0,0,(7:7),R/W,Enable for the 1st post divider O/P Clock Buffer going to TMUX Clock with Frequency 4x Fc = 54.24 MHz
ACTIVE,pll_fbdivsdtsten_1vh,0x501081F0,0,(8:8),R/W,Enable for the testing mode of the SDM
ACTIVE,pll_fbdivclk76p8mentmux_1vh,0x501081F0,0,(9:9),R/W,Enable for the FB divider O/P Clock Buffer going to TMUX Clock with Frequency 76.8 MHz
ACTIVE,pll_atdccal_1vh,0x501081F0,0,(10:10),R/W,Digital control to enter the TDC into TDC clibration mode 0 ==> Normal Measurement Modes 1 ==> Calibration Mode
ACTIVE,pll_atdctsten_1vh,0x501081F0,0,(11:11),R/W,"Enable testing outputs to TMUX ""TDC EN and TDC Rdy"""
ACTIVE,pll_rfcclkgatingrfentmux_1vh,0x501081F0,0,(12:12),R/W,Digital control to enable RF carrier clk for testing through TMUX
ACTIVE,pll_vcocalsettingsselsel_1vh,0x501081F0,0,(13:13),R/W,
ACTIVE,pll_vcocalsettingsselforce_1vh,0x501081F0,0,(14:14),R/W,
ACTIVE,pll_digprcsststen_1vh,0x501081F0,0,(15:15),R/W,
ACTIVE,aux_tmpsnststen_1vh,0x501081F0,0,(16:16),R/W,Enable Tswitch for testing
ACTIVE,aux_adctstmuxen_1vh,0x501081F0,0,(17:17),R/W,Enable for Test MUX
ACTIVE,aux_adctstmuxsel_1vh,0x501081F0,0,(18:20),R/W,TST MUX selection lines
ACTIVE,aux_tmuxana1en_1vh,0x501081F0,0,(21:21),R/W,TMUX 1st Analog Buffer enable
ACTIVE,aux_tmuxana2en_1vh,0x501081F0,0,(22:22),R/W,TMUX 2nd Analog Buffer enable
ACTIVE,aux_tmuxdig1en_1vh,0x501081F0,0,(23:23),R/W,TMUX 1st Digital Buffer enable
ACTIVE,aux_tmuxdig2en_1vh,0x501081F0,0,(24:24),R/W,TMUX 2nd Digital Buffer enable
ACTIVE,aux_tmuxmode_1vh,0x501081F0,0,(25:30),R/W,TMUX Mode
ACTIVE,pmu_txldohighz_1vh,0x501081F0,0,(31:31),R/W,TXLDO High Impedance mode
ACTIVE,pmu_txldobypass_1vh,0x501081F4,0,(0:0),R/W,TXLDO bypass
ACTIVE,pmu_predrvrldohighz_1vh,0x501081F4,0,(1:1),R/W,PA Pre-Drivers LDO high impedence mode
ACTIVE,pmu_tmuxmode_1vh,0x501081F4,0,(2:6),R/W,PMU TMUX mode
ACTIVE,trx_rxcmbfhiz_1vh,0x501081F4,0,(7:7),R/W,Enable RX CM Buffer for external voltage enforcement
ACTIVE,trx_rxbwtunren_1vh,0x501081F4,0,(8:8),R/W,RLXO osc enable control
ACTIVE,trx_adcrefbfhiz_1vh,0x501081F4,0,(9:9),R/W,Enable external reference
ACTIVE,trx_abpdcalmode_1vh,0x501081F4,0,(10:10),R/W,Digital control to enter the calibration mode to cancel offset between envelope and replica 0 => Normal Mode 1 => Calibration Mode
ACTIVE,digtop_dig2tmux1_1vh,0x501081F4,0,(11:11),R/W,Output signal from DIGTOP to Analog TMUX
ACTIVE,digtop_dig2tmux2_1vh,0x501081F4,0,(12:12),R/W,Output signal from DIGTOP to Analog TMUX
ACTIVE,digtop_dig2tmux3_1vh,0x501081F4,0,(13:13),R/W,Output signal from DIGTOP to Analog TMUX
ACTIVE,aux_tmuxdig3en_1vh,0x501081F4,0,(14:14),R/W,
ACTIVE,aux_tmuxdig4en_1vh,0x501081F4,0,(15:15),R/W,
ACTIVE,pll_digtmux1outsel_1vh,0x501081F4,0,(16:18),R/W,
ACTIVE,pll_digtmux2outsel_1vh,0x501081F4,0,(19:21),R/W,
ACTIVE,pll_digtmux3outsel_1vh,0x501081F4,0,(22:24),R/W,
ACTIVE,trx_abpdtmuxanaen_1vh,0x501081F4,0,(25:25),R/W,
ACTIVE,trx_abpdtmuxdigen_1vh,0x501081F4,0,(26:26),R/W,
ACTIVE,trx_afecntngncyen_1vh,0x501081F4,0,(27:27),R/W,
ACTIVE,trx_rxclkgntsten_1vh,0x501081F4,0,(28:28),R/W,
ACTIVE,trx_rxbbatsten_1vh,0x501081F4,0,(29:29),R/W,
ACTIVE,trx_txpitsten_1vh,0x501081F4,0,(30:30),R/W,
ACTIVE,Reserved,0x501081F4,0,(31:31),R/W,
ACTIVE,gpadc_adc_dmuxsel,0x501081F8,0,(0:2),R/W,Input selection for DMUX
